record_no,narrative,case_categorization,severity,impact_type,work_process,causal_density,causal_matches,token_count,stratum
669148,"Shop Technician had been clearing snow in Skid steer on West side of building. When technician went to exit the machine, the wind blew the door open and the flex of the glass caused it to break. Immediate action was taken, cleaned up broken glass. Personal will be in tomorrow to look or possibly repair glass._x000D_ High gust of winds was the cause of the incident causing door to blow open pass its threshold.",Work environment - Motor Vehicle Worksite Accident,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Yards,0.04054054054054054,3.0,74.0,transportation
685377,as the oceaneering van was heading to to the exit gate it drove over a piece of loose grating causing it to kick up and damage the Ad blue tank on the underside of the vehicle. this caused the Ad blue to empty along the yard surface towards the exit gate.,Work environment - Motor Vehicle Worksite Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Manufacturing,0.0392156862745098,2.0,51.0,transportation
677121,"While driving back to the yard, had to take a sharp turn on a tight corner due to a semi being in the opposite lane of the road I was turning onto. This made for a sharp turn and I hit a small concrete barrier cause damage to the rim and tire",Work environment - Motor Vehicle Worksite Accident,Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Operations,0.038461538461538464,2.0,52.0,transportation
515106,Hydraulic oil from one of the four boom stopers of a crane due to machanical failure._x000D_ _x000D_ Hydraulic oil from one of the four boom stopers of a crane due to machanical failure,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Construction,0.12121212121212122,4.0,33.0,containment_loss
705936,"While lifting air cooler by Sarens LR1280, in unit 18 area 05, due to mechanical failure hydraulic oil hose rupture occurred which caused minor oil spill. The lifting team used drip tray and sand to prevent spread and contamination of soil.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Construction - Installation,0.0975609756097561,4.0,41.0,containment_loss
663753,During flowback operations the Packing of the D4 actuator on the Water automation line afield causing fluid to leak from the valve.  If left unattended could result in spills or exposure to hot fluids causing injuries.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 2. Limited Impact,Environment,Vessel / Yards,0.08333333333333333,3.0,36.0,containment_loss
740483,During Subsea operations a seal failed on the Pipe Lifting Tool owned by Connector Subsea Solutions (CSS). Approximately 1.8 liters of Tellus MX 22 was released. The failed seal did not result in any damage to subsea equipment or client assets.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Vessel / Yards,0.07317073170731707,3.0,41.0,containment_loss
701588,"The overload was caused due to an improvised connection between a tube and mango inside the channel at Highbay. The rear broke down and there was the disconnection of the line, causing the leakage of water at the site, within the area with the container, overloading the industrial waste tank of the assembly and test area. To contain the immediate overload was made the mango connection again to prevent the arrival of more water and was requested a vacuum path for drainage of the effluent.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 2. Limited Impact,Environment,HSE,0.058823529411764705,5.0,85.0,containment_loss
10175,It was observed that the ground surface where the Kenworth truck was parked appeared saturated with oil. Closer observation revealed that the fuel filter had malfunctioned resulting in the fuel leaking into the ground surface.,Hazardous liquids (exposure to / spill / loss of containment /pollution),2 - Minor,Environment,Vessel / Yards-Warehouse,0.05714285714285714,2.0,35.0,containment_loss
639718,Bottle of gear oil left on underside of inspection stand and fell when moving the inspection stand from inside high bay to outside return lane causing the bottle to rupture and oil to spill on the ground.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Transport / Handling / Packing,0.05405405405405406,2.0,37.0,containment_loss
578192,"0626hrs while conducting NAP14 annulus unloading operations, Baker Hughes reported that one of the N2 tanks on the back deck of Skandi Vinland had failed._x000D_ The failure consisted of a section of the outer shell of the N2 tank (the tanks have outer and inner shells) collapsing, leaving a large hole (approx 0.5m x 0.5m). Operators in the vicinity of the tank reported hearing a loud ‘pop’ and that the tank shell had collapsed in on itself._x000D_ It is believed that the exhaust from a neighboring tank could have been intermittently discharging small quantities of liquid N2 onto the outer shell of the tank, causing it to become brittle. As the annulus between the two shells is a vacuum, it is understood that the vacuum caused the brittle steel to fail._x000D_ To confirm, no personnel were injured and no liquid nitrogen was released due to the failure of the outer shell.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Operations,0.052980132450331126,8.0,151.0,containment_loss
733289,"16t forklift was being used to return a multiphase flow meter (MPFM) to SE corner of the laydown storage yard from annual planned ISM.  Following MPFM delivery, forklift was reversing back when hydraulic failure caused fluid release to the ground.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Warehouse,0.05,2.0,40.0,containment_loss
615745,"Due to an operational failure occurred in the water and oil separator box (SAO) of the Desparafine area, there was a leakage of approximately 30 liters of oil water, coming to the Victory Bay._x000D_ Immediately the Individual Emergency Plan of the Flexibrás Terminal was activated.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Support Service,0.044444444444444446,2.0,45.0,containment_loss
698269,"While re-starting the DG after fueling after various attempts to give the command to DG control panel, it got malfunctioned. The generator kept cranking several times due to malfunctioning and ended up erupting heavy smoke out of it. Immediately the electrician took off the battery connections to DG , which finally stopped the engine and stop the smoke coming out of it._x000D_ No Damage / No Injuries sustained.","Substances  - Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)",Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.04411764705882353,3.0,68.0,containment_loss
688554,Track hoe was traveling in the stalk rack to get in to position for spooling operations.  While traveling there was a hydraulic failure causing approximately 5 gallons of fluid to come in contact with the ground.  The operator immediately shutdown the unit when notified of the leak.  The equipment was only traveling and was not carrying a load at the time of the failure. Maintenance called and spill pads immediately placed under the unit till the leak could be caped. No potential for injury or exposure due to no personnel in the area.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Yard - Spool Base Fabrication,0.043010752688172046,4.0,93.0,containment_loss
567597,"Leakage of hydraulic oil in 250MT crane, due to burst flexible hose. The leaked oil was contained on deck and in crane._x000D_ A hydraulic leakage occurred in the main 250Ton crane, due to the breakdown of a flexible crane. The leakage was contained in the crane and crane.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Flexible Pipe Installation,0.041666666666666664,2.0,48.0,containment_loss
740643,"During Subsea operations a release of fluid was noticed on the Pipe Lifting Tool #3 owned by Connector Subsea Solutions (CSS). Approximately 0.25 liters of Tellus MX 22 was released. The release of fluid, and subsequent tool failure, did not result in any damage to subsea equipment or client assets.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Vessel / Yards,0.04,2.0,50.0,containment_loss
740644,During Subsea operations a release of fluid was noticed on the Pipe LIfting Tool #2 owned by Connector Subsea Solutions (CSS).  Approximately .75 liters of Tellus MX 22 was released.  The release of fluid and failure of the tool did not result in any damage to subsea equipment or client assets.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Vessel / Yards,0.0392156862745098,2.0,51.0,containment_loss
538807,"While doing Hydraulic oil flushing activity of 411B skid and it was connected with line along with flexible line for recirculating the oil. During the process when the motor was started the two inch line disconnected due to improper fixing of clamp on hose junction point, resulted splash of oil at surroundings.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Construction - Installation,0.038461538461538464,2.0,52.0,containment_loss
653187,"The collaborator opens the chemical product warehouse in the G4G, and one of the warehouses of the warehouses dispersed from the garras and the 2 glasses of water from the chemical product M-Cresol is going to fall in the G4G, causing the collapse of the glasses and the waste of the chemical liquid in the PISO.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Storage,0.03571428571428571,2.0,56.0,containment_loss
521519,"On 19th December at 09:45, a truck was carrying materials from Jetty to the Kaombo storage area. The truck failed to ascend the slope coming from the Jetty, the driver tried three times but the truck didn't have capacity to ascend the slope. The truck driver contacted OPS team leader to provide an Excavator CAT 385C to provide support and pull the truck. In the process of pulling the truck, one of the Excavator Hydraulic hoses burst causing a leakage of approximately 20 liters of hydraulic oil to the ground. A lack of communication between the excavator operator and the truck driver, neither of them had radios, caused the excavator to start pulling the truck while the truck brakes were still ""ON"". This situation caused an overload of pressure in the excavator hydraulic system eventually leading to burst a hose.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Spoolbase Operations,0.03571428571428571,5.0,140.0,containment_loss
512639,"Background:_x000D_ The Deep Orient is conducting Subsea Installation operations on the Prelude OIC2. On 08/10/2016 ROV XLX74 experienced an incident where the Forward Port Lateral Thruster Hydraulic Hose B2 ruptured during subsea operations causing loss of power to the thrusters and 3ltes of hydraulic oil to be lost to the sea (Synergi report 511732 refers). Another hose failure of the same hydraulic hose occurred on XLX 75 on 10/10/2016 (Synergi no.511956 refers). In both incidents the cause has been suspected as due to poor routing of the hydraulic hose on the vehicle which is causing the hose to rupture internally._x000D_ _x000D_ Environmental Conditions:_x000D_ Vessel maintaining position with good visibility at night, calm sea with significant wave height of 0.5m. Wind speed 4KN. Subsea visibility conditions were workable with a current of 1.7KN on the surface DP desk monitor. _x000D_ _x000D_ Task / Actions Leading up to the Incident:_x000D_ ROV XLX75 had completed disconnection of brace rigging on MJ1. The ROV was then in preparation to commence connecting tagging rigging to brace._x000D_ _x000D_ Incident/Initial findings:_x000D_ At 19:10 at depth of 50m during operations to initiate Tag lines to Spreader bar for recovery to surface, the current at the working depth had increased which was hampering ROV XLX 75 ability to maintain required position/station to conduct works. _x000D_ Whilst trying to maintain station at the worksite and keep the ROV in a safe position the ROV had to be operated at 100% joystick control and full system pressure. _x000D_ During these manoeuvres the Port Aft (Lower) Lateral Thruster Hose ruptured and failed._x000D_ At time of hose failure the works had been suspended due to an unexpected excessive current, spreader was then lowered to 100m to check conditions, current improving.._x000D_ ROV XLX75 team made preparations to return defective sub to TMS, conditions at 50m not suitable to recover ROV to TMS, lowered TMS to 170m effecting safe recovery of ROV; ROV XLX on deck 19:44_x000D_ _x000D_ It is estimated that approx. 3 litres of T32 hydraulic oil was discharged from the vehicle into the sea during the event._x000D_ _x000D_ The immediate cause of the loss of hydraulic oil has been determined as a Port Aft (Lower) Lateral Thruster Hose failure._x000D_ _x000D_ It has been identified that the hydraulic hose has failed in the same area as 2 previous incidents which has further confirmed a routing issue with the hoses._x000D_ _x000D_ The hydraulic hose used on both vehicles is a Parker 471 ST Hydraulic Hose with 2-wire braided compact construction See details below._x000D_ _x000D_ Evidence of planned maintenance and pre-dive checks have identified that there were no externally visual signs of wear, deformity or damage to the hose._x000D_ _x000D_ RIS Regional Manager TMOS/Subsea Operations APAC has been advised of all incidents.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,ROV Operations,0.0350109409190372,16.0,457.0,containment_loss
17551,"In connection with activities in hall D, there was some oil spillage (20L) on the floor. That's because someone forgot to close the return valve on the HPU. The return hose was then placed in a 10-litre bucket, which then became full and overflowed. This is because of the siphoned effect. This mess has happened throughout the night.",Hazardous liquids (exposure to / spill / loss of containment /pollution),1 - Negligible,Environment,Support Service-HSE,0.034482758620689655,2.0,58.0,containment_loss
666338,"We had an ESD shut down due to a HiHi level that triggered an ESD shut in.  The ESD failed to close and caused the PRV to activate.  No injuries, spills, or damage to equipment occurred due to the PRV operating properly.",Mechanical - Equipment condition,Environment - 3. Adverse Impact,Environment,Vessel / Yards,0.11904761904761904,5.0,42.0,high_causal_any
516010,"During manually shifting of portable scaffold (1.5MX1M) by four number of manpower, due to uneven surface and unbalancing it was tilted on ground._x000D_ No injury/ property damage caused due to the incident.",Ergonomics - Manual handling,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Site Civil & Structural,0.09375,3.0,32.0,high_causal_any
593251,"Employee developed a rash. Investigating root cause of the outbreak.  It was determined by the treating physician that the skin rash was not caused by exposure to HPT water at work, the employee's rash was not work related but caused by personal illness.","Basic Organizational - Standard Operating Procedures, Procedures & Work instructions",Occupational Illness - 1. Disorder or Illness requiring First Aid Care,Occupational Illness,Testing,0.09302325581395349,4.0,43.0,high_causal_any
577267,"On 16.03.2018, approximately at 1:15 am operator notice Under roller at take up Sp17 suddenly stop. Failure alarm triggered at under roller and cause the machine automatically stop. Further inspection by operator found harting cable was damage due to stuck underneath of under roller.",Basic Organisational - Equipment Suitability,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Profiling,0.09090909090909091,4.0,44.0,high_causal_any
10629,"Fire Alarm was triggered due to a battery failure within the Data Centre. This failure caused the data centre to fill with smoke, triggering the fire alarm and the evacuation of the site. Fire Brigade arrived on-site, assessed the situation and supported the extraction of the smoke and determined that no fire was present. Site was handed back and investigation started.",Electrical,2 - Minor,Damage - Financial impact,Support Service-Information Technology,0.08196721311475409,5.0,61.0,high_causal_any
615636,Metal casting around the gas lift stem failed causing the chair part._x000D_ Person fell sideward to the floor but did not sustain any injury. _x000D_ Chair has been in service for approximately 15 years. On inspection there were no apparent signs of impact damage that may have resulted in the failure.,Mechanical - Equipment condition,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Support Service,0.0784313725490196,4.0,51.0,high_causal_any
18387,"The fire alarm got activated due to melting of an electrical cable at RPDB-05 which caused smoke to arise the fifth floor, evacuating all staff members to the safe assembly area. The incident resulted in no injuries or damage to property.",,1 - Negligible,Damage - Financial impact,,0.07317073170731707,3.0,41.0,high_causal_any
731186,"A lock washer has failed on a pipe stand, causing the ID barrel to slip. When the stand failed, the saddle frame shifted approximately 100mm. The saddle frame had been tethered and supported in multiple locations, that prevented any further movement",Basic Organisational - Equipment Suitability,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Yard - Spool Base Fabrication,0.07317073170731707,3.0,41.0,high_causal_any
28888,"On 5 June 2025 around 1:00pm, one of the display boards at the lobby drop-off area collapsed due to strong winds. A P&C staff member noticed the collapsed panel after the heavy rain and wind had stopped. No injuries were reported.",Weather Condition,1 - Negligible,Injury/Illness,Engineering-Buildings,0.07317073170731707,3.0,41.0,high_causal_any
27423,"While lifting the GSTC wall panel using Hydra, it accidentally struck the HSE obeya wall, causing damage to the external POP and resulting in a crack at the bottom. Fortunately, this incident only resulted in property damage, with no personal injuries.",Lifting ops error,1 - Negligible,Damage - Financial impact,Manufacturing-Mechanical Lifting,0.07317073170731707,3.0,41.0,high_causal_any
29141,"While moving a TV with its stand in the office, a lady pushed the TV, causing the stand to topple backward. As the TV fell, she instinctively grabbed onto it, which pulled her forward causing her forehead to come into contact of the TV frame edge, causing her to scraped her forehead, resulting in a minor graze.",,2 - Minor,Injury/Illness,,0.07017543859649122,4.0,57.0,high_causal_any
517453,"A temporary U/G live cable (415 V, 3 phase) supplying power to main gate, Training hall & First Aid center was damage while excavating for storm water drain._x000D_ The main MCB tripped due to the damage._x000D_ No injury caused due to the incident.",Basic Organizational - Hazard Identification & Risk Assessment,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Construction,0.06976744186046512,3.0,43.0,high_causal_any
29474,"On 27/6/2025 at around 11:45 am during the operation of the Insulation line, a failure was detected on the Underoller (UR). Upon further inspection, it was found that the UR had run over the Harting Cable, resulting in damage to the cable’s external insulation and internal wire. This cable damage was determined to have cause the UR’s failure",Equipment condition,2 - Minor,Damage - Financial impact,Flexible-Production,0.06896551724137931,4.0,58.0,high_causal_any
649533,"AT TS V Welding M/c Booth, one 50 sq. mm welding M/c return lid started burning, resulting smoke came out. Due to rain moisture accumulated in cable resulted burning. Immediately fire extinguisher charged to stop the smoke._x000D_  No injury caused due to the incident.",Mechanical - Equipment condition,Injury - 1. First Aid Care,Injury,Construction - Installation,0.06818181818181818,3.0,44.0,high_causal_any
708077,"While lowering the man lift which was engaged in structure erection activity, the basket hit its jib arm due to mechanical failure causing them to damage. The manlift basket then was lowered slowly to the ground and the activity was suspended for further investigation.",Mechanical - Equipment condition,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.06818181818181818,3.0,44.0,high_causal_any
596436,WL oil discharge hose was not properly attached/secured to the waste tank which cause it to fall on the ground causing a spill outside the tank and on TechnipFMC TPR.,Mechanical - Equipment condition,Environment - 1. Minimal Impact,Environment,Yards,0.06666666666666667,2.0,30.0,high_causal_any
588917,"While shifting structural beams using tele-handler from laydown area to site for erection, boom extension caused overloading resulting in beams slipping from fork. No injuries or no property damages reported.",Basic Organizational - Inadequate Supervision,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction,0.06666666666666667,2.0,30.0,high_causal_any
503200,"While Tractor (mini water tanker) moving on water logged area, got stuck on the right side and skid off the path._x000D_ No injury/ property damage caused due to the incident.",Work environment - Traffic Management / Routes / Pedestrian path,Injury - 3. Lost Time Injury,Injury,Construction,0.06666666666666667,2.0,30.0,high_causal_any
506752,During removal of rebar scrap by JCB bucket one of the rebar (approx. 2 ft. length) suddenly struck the nearby Tree._x000D_ No injury/ property damage caused due to the incident.,Basic Organizational - Hazard Identification & Risk Assessment,Environment - 1. Minimal Impact,Environment,Site Civil & Structural,0.06666666666666667,2.0,30.0,high_causal_any
677837,"On the evening of 4/28/2020, severe weather impacted the Houma area. High winds resulted in a small scaffold framed enclosure covering Gly-Tech pumping equipment to overturn (causing no damage to equipment or assets), and also caused a “Big Top” tent to shift and partially collapse. Both were located east of the Ruby platform. The shift of the tent resulted in damage to two unoccupied personal vehicles belonging to sub-contractors, which were parked under the “Big Top” tent, and the tent frame was damaged as well. It was later discovered that the high winds caused a chart recorder, located on Ruby’s production deck, to fall over, which caused damage. This event resulted in no injuries to employees or any other known damages.",Work environment - Climate (Heat/Cold/Humidity),Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Construction,0.06611570247933884,8.0,121.0,high_causal_any
27,"The fire installation (Argon) in the server room lacked maintenance, due to the fact that no IT employee is on site anymore. Because of this malfuctioning of the installation, it  caused over heating of the server room. (Aircon was shut down) This resulted in an alarm on the alarm panel and a report to the Security contractor. No direct line reported this to facility employee or supplier/contractor. This could have resulted in a fire.  The Fire installation (Minimax) in the server room does not report a malfunction to the control room.",Planning and coordination of works,3 - Significant,Damage - Financial impact,Construction - Installation-Site Electrical,0.06593406593406594,6.0,91.0,high_causal_any
13357,"At around midnight, 1st of March, 2023, due to heavy rain and high water tide from external drain, had caused water to overflow towards inside manufacturing building and the machine area.",Climate (Heat/Cold/Humidity),3 - Significant,Damage - Financial impact,Manufacturing-Machine Shop,0.06451612903225806,2.0,31.0,high_causal_any
636891,On date 24th May 2019 @ 16:00 Hrs. subcontractor's temporary Winch Machine Shed of Prilling Tower was partially collapsed due to gust of wind & rain. No personnel injury is reported,"Environment- Over-consumption of energy, natural resources (water, ...)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Construction - Installation,0.06451612903225806,2.0,31.0,high_causal_any
663919,Canada Post truck approached the intercom to be allowed onto property when his driver side mirror came into contact with the intercom resulting in the intercom casing breaking due to contact.,Basic Organizational - Unfamiliar personnel,Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Technical Services,0.06451612903225806,2.0,31.0,high_causal_any
13356,"At around midnight, 1st of March, 2023, due to heavy rain and high water tide from external drain, had caused water to overflow towards inside manufacturing building and the machine area.",Climate (Heat/Cold/Humidity),2 - Minor,Environment,Manufacturing-Machine Shop,0.06451612903225806,2.0,31.0,high_causal_any
646137,"During welding at TS-4 area one 50 sq.mm return lid of welding cable started burning, resulting the some portion of welding cable got burnt._x000D_ No injury caused due to the incident.",Basic Organizational - Inadequate Supervision,Injury - 1. First Aid Care,Injury,Construction - Installation,0.06451612903225806,2.0,31.0,high_causal_any
600812,"While unloading the bundle of gratings from the truck by FX-230 crane, one of the grating got stuck in the truck body causing the shifting of centre of gravity of load. Due to this the straps used for securing the grating got broken and the loose grating slipped and felled on the ground._x000D_ No property damage and injury caused due to the incident.",Ergonomics - Difficult/Hindered operability of tools and equipment,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Site Material Handling And Storage,0.06349206349206349,4.0,63.0,high_causal_any
531824,Due to the tide or a change In ballast of the vessel the ramp used for transport parted a bit causing an edge between the sloped and the vertical sections. This was noticed late by the forklift operator who intended to bring a pallet on board of the vessel causing him to bump into this edge. No personal harm or damage was caused.,Work environment - Access/Egress,"Damage - 2. More than 100,000 Euros less than 500,000 Euros",Damage,Yards,0.06349206349206349,4.0,63.0,high_causal_any
674967,"While loading tubing heads onto a flat bed trailer, the lifting strap failed, resulting in the tubing heads falling and hitting the handles to 4 valves. The lifting strap failed due to being cut by the edges of the forks of the telehandler. The lifting strap was not secured to the lifting shackle, which is the correct method for lifting material with the telehandler. Crew was unable to find lifting point because it is located in an uncommon location.","Basic Organizational - Standard Operating Procedures, Procedures & Work instructions",Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Yards,0.06329113924050633,5.0,79.0,high_causal_any
17437,water Ingress due to substantial downpour of rain (while the building was unoccupied) caused the fuses in a distribution board to blow and then the breaker to trip. All safety features worked as planned however the scorching of the Distribution Board could have led to increased fire risk.,Electrical,2 - Minor,Damage - Financial impact,Construction - Installation-Operations,0.0625,3.0,48.0,high_causal_any
583490,Visitor came out from Canteen (which is in green zone) and started to pass thru workshop without hard hat (forget to wear). He was immediatly stopped and informed to wear the hard hat.,Basic Organizational - Unfamiliar personnel,Injury - 1. First Aid Care,Injury,Workshop Activities,0.06060606060606061,2.0,33.0,high_causal_any
412,While attempting to close the plug valve this morning to grab an upstream sample from the actuator broke causing the operator to stumble backwards and trip on the flowline causing him to fall.,Equipment condition,2 - Minor,Injury/Illness,Construction - Installation-Operations,0.06060606060606061,2.0,33.0,high_causal_any
25521,"At 10:30 am a M1324 150-2589 was beginning dynamic test. The spline failed causing the bolts to break off the gear adapter,  the drive shaft was still engaged spinning unconnected from the pump. Causing the drive shaft to whip uncontrolled,  then causing the u-joint adapter to break.  This all occurred in a bunker. No associate was in the line of fire. Property damage investigation is ongoing.",,2 - Minor,Damage - Financial impact,,0.06060606060606061,4.0,66.0,high_causal_any
713559,"While pouring concrete for Pump Foundation 045P0003B, formwork got failed due to anchor bolt broken in bottom side. Suddenly spillage of concrete starts, immediately pouring stopped and concrete spill cleaned from the area.",Basic Organizational - Inadequate Supervision,Environment - 2. Limited Impact,Environment,Construction - Installation,0.06060606060606061,2.0,33.0,high_causal_any
658569,"Team of civil helpers were carrying framed generator section of concrete vibrator over scaffold access. When descending the stairs, the engine mount bolt failed causing the engine to shift, a workers finger was caught between frame and engine resulting in finger injury. First aid applied and hospital utilized for treatment.",Ergonomics - Manual handling,Injury - 1. First Aid Care,Injury,,0.06,3.0,50.0,high_causal_any
690233,"While moving trailer to staging area using forklift attachment, trailer and forklift moving down slight hill trailer jack hit ground causing jack to bend due to trailer not raised high enough to clear ground.",,,,,0.058823529411764705,2.0,34.0,high_causal_any
508719,Swollen finger due to pregnancy. Rings on ring finger causing restriction to blood flow. Ice packs administered to take swelling down. Advised to consult GP. Referred to hospital where the rings were cut off.,,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Support Service,0.058823529411764705,2.0,34.0,high_causal_any
675782,One of the jumping compactor (Plant ID. PT05065) were tipped over due to mechanical failure as a result an oil overflow and subsequent smoke release. No one injured and there is no property damage.,Mechanical - Equipment condition,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.058823529411764705,2.0,34.0,high_causal_any
512849,"While cutting SFL #2 Mil 36's 4"" wire rope cutter failed and released approximately .5 Liters of Tellus 22. The anvil function released from the fitting and caused the weak link bolts to shear.",Basic Organisational - Equipment Suitability,Environment - 1. Minimal Impact,Environment,ROV Operations,0.058823529411764705,2.0,34.0,high_causal_any
627818,"the suction device attached to the airline at 3505 disconnected, causing a discharge of pressurised air, hitting the operator in the side of face and wrist. this was caused by the crimp fitting disconnecting",Mechanical - Tool condition,Injury - 1. First Aid Care,Injury,Machine Shop,0.058823529411764705,2.0,34.0,high_causal_any
