src,rel,dst,src_label,dst_label,row_id
node:f59c096b3321a5ef,code of is,node:fc228021a089667b,incident,TFMC363,12497
node:2809263c1552cd5a,is,node:fc228021a089667b,location code,TFMC363,12497
node:615e6822b90d2a48,was situated with,node:1fa2099e62b26a6c,IP,face,11557
node:615e6822b90d2a48,was,node:306bab9898543e32,IP,situated,11557
node:615e6822b90d2a48,was situated with,node:c224df0831990c48,IP,face above magnet lifter,11557
node:7afbbedff1793c10,was,node:4beaa7e53487691f,Handle,pulled,11557
node:7afbbedff1793c10,energize,node:2c5b7b1a355c6f8a,Handle,magnet lifter,11557
node:7afbbedff1793c10,was,node:fb90da027cde1aae,Handle,pulled back,11557
node:615e6822b90d2a48,got,node:08555f3e9a5b31b9,IP,wound,11557
node:615e6822b90d2a48,damaged,node:298d6252be0e40f4,IP,three teeth,11557
node:615e6822b90d2a48,got,node:cbd8f128cf210a14,IP,wound on tongue,11557
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,11557
node:f65bceae9e1f5084,is,node:180f9ff29c9bccc1,description,Significant,11557
node:1a345cef2abea8d3,is,node:67f61e3da5145b1a,severity value,3.0,11557
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,11557
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,11557
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,11557
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,11557
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,11557
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,11557
node:b66ca7b81154bd22,is,node:c5c11887218b0e4c,value,4.0,11557
node:8987dddee8db0aa6,is,node:30a3d0c53ccd6c66,criticality,32.0,11557
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,11557
node:b66ca7b81154bd22,is,node:ecbe613e47a50e47,value,16.0,11557
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,11557
node:688608fa38c6d97c,is,node:18769c6ca5c2e6a5,mitigated risk color,Yellow,11557
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,11557
node:1dc98cc9a40e5a79,is,node:9575fdcd88cf05f2,date,2022-11-17 12:00:00.000,11557
node:615e6822b90d2a48,is,node:aa862983ef8877d6,IP,struck in face,11557
node:615e6822b90d2a48,is,node:e793ab9413c7d8a9,IP,struck,11557
node:afc97a12f07d4317,is,node:50ab6bc779fa9600,General Business Unit involved,Surface,11557
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,11557
node:02b2c2d0700811c7,is,node:56e29d5d7ca98950,Business Unit,Surface International,11557
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,11557
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,11557
node:efb0833c3b6eb969,is,node:56e29d5d7ca98950,specific Business Unit,Surface International,11557
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,11557
node:5322bd41eb35fa05,is,node:a5e8d30551a7cb72,name,Non Project Specific,11557
node:99ac13c2bb0f4fc7,is,node:fad2d66d75f25bc3,client,FMC SURFACE WELLHEAD NORWAY A/S,11557
node:f4fb9429ef1c1c5d,is,node:78fc208a708a21f6,work process,Vessel,11557
node:beef3462beb17905,are,node:e43df9a07791cf5a,life rules,Safe Mechanical Lifting,11557
node:beef3462beb17905,are,node:70859b7f9205dc81,life rules,Safe Lifting,11557
node:ccc83dc829b0c87c,are,node:70859b7f9205dc81,life saving rules,Safe Lifting,11557
node:ccc83dc829b0c87c,are,node:e43df9a07791cf5a,life saving rules,Safe Mechanical Lifting,11557
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,11557
node:9e0a3afd66f4fadf,was reported on,node:2173d0409c642acb,case,2022-11-22,11557
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,11557
node:fd062c23cbff59ef,was,node:67f61e3da5145b1a,loss potential severity,3.0,11557
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,11557
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,11557
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,11557
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,11557
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,11557
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,11557
node:2809263c1552cd5a,is,node:0e52ddc3deb3597c,location code,TFMC476,11557
node:f59c096b3321a5ef,code of is,node:0e52ddc3deb3597c,incident,TFMC476,11557
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,26074
node:f65bceae9e1f5084,is,node:180f9ff29c9bccc1,description,Significant,26074
node:1a345cef2abea8d3,is,node:67f61e3da5145b1a,severity value,3.0,26074
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,26074
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,26074
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,26074
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,26074
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,26074
node:8987dddee8db0aa6,is,node:ecbe613e47a50e47,criticality,16.0,26074
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,26074
node:b66ca7b81154bd22,is,node:c5c11887218b0e4c,value,4.0,26074
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,26074
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,26074
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,26074
node:1dc98cc9a40e5a79,is,node:1fbb90685cb723ee,date,2024-09-24 11:00:00.000,26074
node:f02496fb1c3a429d,is,node:9a891a7b01ce432a,title,Redes de proteção,26074
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,26074
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,26074
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,26074
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,26074
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,26074
node:02b2c2d0700811c7,is,node:0a8aa232494d650c,Business Unit,Projects,26074
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,26074
node:5322bd41eb35fa05,is,node:61a5b3e1d2287668,name,070554C001,26074
node:ace9b0eac87cb97b,name of is,node:61a5b3e1d2287668,project,070554C001,26074
node:99ac13c2bb0f4fc7,is,node:9e65ab9ef645443f,client,PETROBRAS,26074
node:6bcf1d394e12e288,is with,node:26b96079fde2a001,silos,granulate,26074
node:d9d10f1dc86defd4,is,node:630c2328cc3b1844,case categorization,Fall fall,26074
node:d9d10f1dc86defd4,is Fall to,node:92de4aaab559e717,case categorization,level,26074
node:d9d10f1dc86defd4,is,node:a4f1f52b9bfcbf83,case categorization,Fall to lower level fall to water,26074
node:d9d10f1dc86defd4,is Fall to,node:771d039cc4699735,case categorization,lower level,26074
node:d9d10f1dc86defd4,is,node:148fddfbb2cbef16,case categorization,Fall,26074
node:d9d10f1dc86defd4,is,node:ca119d3be1e47ad6,case categorization,Fall to level fall,26074
node:d9d10f1dc86defd4,is,node:a753cd102df7977f,case categorization,Fall fall to water,26074
node:d9d10f1dc86defd4,is,node:f5503812064b0ac3,case categorization,Fall to lower level fall,26074
node:d9d10f1dc86defd4,is,node:0c53edb5a8efedb7,case categorization,Fall to level fall to water,26074
node:beef3462beb17905,are,node:443a745bad2abfcf,life rules,Bypassing Safety Controls,26074
node:ccc83dc829b0c87c,are,node:443a745bad2abfcf,life saving rules,Bypassing Safety Controls,26074
node:9e0a3afd66f4fadf,was reported on,node:3b273c377eb4731f,case,2025-01-23,26074
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,26074
node:8045bc4ef3beffa2,is,node:4a8e93a758aa940d,status,Open,26074
node:fd062c23cbff59ef,was,node:67f61e3da5145b1a,loss potential severity,3.0,26074
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,26074
node:3dc2d5f80ef9d4ee,is,node:87e6f979dbf54aa1,operating center,TPBRASIL,26074
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,26074
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,26074
node:f59c096b3321a5ef,code of is,node:30ede437eff62ff0,incident,TFMC648,26074
node:2809263c1552cd5a,is,node:30ede437eff62ff0,location code,TFMC648,26074
node:7562a1cfeee41dda,were,node:648eb41dd490e414,parts,when stacked on cart,14048
node:7562a1cfeee41dda,were,node:836fb7d4f4a6bba7,parts,stacked,14048
node:1b02d675b67db86b,was,node:fc9259b41b104687,cart,very hard,14048
node:7562a1cfeee41dda,were stacked on,node:1b02d675b67db86b,parts,cart,14048
node:1b02d675b67db86b,was,node:e1afd61bab673668,cart,hard,14048
node:1b02d675b67db86b,cause,node:fe2299dbbd57daae,cart,accident,14048
node:7562a1cfeee41dda,were,node:94307a185672748b,parts,when stacked,14048
node:fbc941a50cbb6eca,was,node:b0cef916e2bb2e83,HSE,notified,14048
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,14048
node:f65bceae9e1f5084,is,node:180f9ff29c9bccc1,description,Significant,14048
node:1a345cef2abea8d3,is,node:67f61e3da5145b1a,severity value,3.0,14048
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,14048
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,14048
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,14048
node:b66ca7b81154bd22,is,node:c5c11887218b0e4c,value,4.0,14048
node:8987dddee8db0aa6,is,node:30a3d0c53ccd6c66,criticality,32.0,14048
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,14048
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,14048
node:af37b94b74201925,is,node:18a2d7dde4c92593,time,2023-04-04 13:00:00.000,14048
node:f02496fb1c3a429d,is,node:1b02d675b67db86b,title,Cart,14048
node:f02496fb1c3a429d,is,node:91231dfd9c8d1bc0,title,Cart in,14048
node:afc97a12f07d4317,is,node:50ab6bc779fa9600,General Business Unit involved,Surface,14048
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,14048
node:efb0833c3b6eb969,is,node:f4173d42442efd27,specific Business Unit,Production Solutions,14048
node:02b2c2d0700811c7,is,node:f4173d42442efd27,Business Unit,Production Solutions,14048
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,14048
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,14048
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,14048
node:5322bd41eb35fa05,is,node:a5e8d30551a7cb72,name,Non Project Specific,14048
node:beef3462beb17905,are Line of,node:e750fd61f3fffbc8,life rules,Fire,14048
node:beef3462beb17905,are,node:5da22bd0f1da454f,life rules,Line,14048
node:ccc83dc829b0c87c,are,node:5da22bd0f1da454f,life saving rules,Line,14048
node:ccc83dc829b0c87c,are Line of,node:e750fd61f3fffbc8,life saving rules,Fire,14048
node:9e0a3afd66f4fadf,was reported on,node:855b4a5af6beaff1,case,2023-04-04,14048
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,14048
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,14048
node:fd062c23cbff59ef,was,node:67f61e3da5145b1a,loss potential severity,3.0,14048
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,14048
node:1dc98cc9a40e5a79,is,node:855b4a5af6beaff1,date,2023-04-04,14048
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,14048
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,14048
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,14048
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,14048
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,14048
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,14048
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,14048
node:f59c096b3321a5ef,code of is,node:9f7acca30a5d05d8,incident,TFMC602,14048
node:2809263c1552cd5a,is,node:9f7acca30a5d05d8,location code,TFMC602,14048
node:e9934b8bedf121b2,was reported during,node:d8d61c637962f1f5,It,OMT Inspection,7063
node:e9934b8bedf121b2,was,node:e2c8705aee880200,It,reported,7063
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,7063
node:f65bceae9e1f5084,is,node:7cd31340dfaeb57a,description,Substantial,7063
node:1a345cef2abea8d3,is,node:c5c11887218b0e4c,severity value,4.0,7063
node:94894d0480830370,description of is,node:1d051ddebb2afa7b,type,Frequency,7063
node:f65bceae9e1f5084,is Frequency of,node:f59c096b3321a5ef,description,incident,7063
node:f65bceae9e1f5084,is,node:1d051ddebb2afa7b,description,Frequency,7063
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,7063
node:8987dddee8db0aa6,is,node:498b3797c1ffeb8d,criticality,8.0,7063
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,7063
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,7063
node:1dc98cc9a40e5a79,is,node:125b0dcd62cd0019,date,2017-09-01 05:00:00.000,7063
node:f02496fb1c3a429d,is,node:ac7c3e5d78730c0f,title,OMT Inspections,7063
node:9e0a3afd66f4fadf,title of is,node:ac7c3e5d78730c0f,case,OMT Inspections,7063
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,7063
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,7063
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,7063
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,7063
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,7063
node:02b2c2d0700811c7,is,node:0a8aa232494d650c,Business Unit,Projects,7063
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,7063
node:ace9b0eac87cb97b,name of is,node:a1ef5095e8959e9f,project,071991C001,7063
node:5322bd41eb35fa05,is,node:a1ef5095e8959e9f,name,071991C001,7063
node:66a2a258fa6eac5d,do,node:368e1a61e63ee5ca,Synergi Cases Project TOP Estrela,Mar.,7063
node:99ac13c2bb0f4fc7,is,node:439ea0f60a46a049,client,TECHNIP BRASIL,7063
node:d9d10f1dc86defd4,is,node:781f46fabbbd7ca3,case categorization,Hazard Identification,7063
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,7063
node:9e0a3afd66f4fadf,was reported on,node:f32b1c83168d0daf,case,2017-09-01,7063
node:8045bc4ef3beffa2,is,node:4a8e93a758aa940d,status,Open,7063
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,7063
node:3dc2d5f80ef9d4ee,is,node:87e6f979dbf54aa1,operating center,TPBRASIL,7063
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,7063
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,7063
node:f59c096b3321a5ef,code of is,node:039a16ab0b964c55,incident,TFMC644,7063
node:2809263c1552cd5a,is,node:039a16ab0b964c55,location code,TFMC644,7063
node:0c76d48168c53002,were prepping,node:c2d6520a2b158108,TFMC personnel,WBRT assembly for upcoming run on aux rotary,17242
node:0c76d48168c53002,were prepping,node:d40dd8e41adff187,TFMC personnel,WBRT assembly for run on aux rotary,17242
node:0c76d48168c53002,were prepping,node:f3ca609add732918,TFMC personnel,WBRT assembly for run,17242
node:08c43b09e725c968,for assembly is,node:f547098ae41ef416,upcoming run,P150372,17242
node:0c76d48168c53002,were prepping,node:f8955f3220108bba,TFMC personnel,WBRT assembly for upcoming run,17242
node:0c76d48168c53002,were prepping WBRT assembly On,node:ad4b5a4223b67f7d,TFMC personnel,October 4,17242
node:0c76d48168c53002,were prepping,node:837e9c0cc676006c,TFMC personnel,WBRT assembly,17242
node:0c76d48168c53002,were prepping,node:f547098ae41ef416,TFMC personnel,P150372,17242
node:6ea7e74cb356df85,was making up,node:f3939c28e5c46769,rig,two pups,17242
node:6ea7e74cb356df85,was making up,node:ee18397af9b142ba,rig,two pups below tool,17242
node:ce964b643f88df9d,noticed,node:f14dbb27228ebf4b,TSP,indicator lines on body aligned,17242
node:ce964b643f88df9d,noticed,node:532691d934ec74df,TSP,indicator lines on body of tool,17242
node:ce964b643f88df9d,noticed,node:02e874c94e7a111e,TSP,painted indicator lines on main body of tool,17242
node:ce964b643f88df9d,noticed,node:ab2c9b867effd871,TSP,indicator lines on body of tool aligned with rest,17242
node:ce964b643f88df9d,noticed,node:ad57bb6174b59387,TSP,painted indicator lines on body of tool aligned,17242
node:ce964b643f88df9d,noticed,node:6e9b71bca0faf2ae,TSP,painted indicator lines on body aligned with rest,17242
node:ce964b643f88df9d,noticed,node:f02f3fd6a6e35d1a,TSP,painted indicator lines aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:6ef8f7ee0d77dbce,TSP,indicator lines on main body of tool aligned,17242
node:ce964b643f88df9d,noticed,node:b6dc9f2d3dfd90bd,TSP,indicator lines on main body aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:afca46ef78df9c21,TSP,indicator lines on body,17242
node:ce964b643f88df9d,noticed,node:7a67aa1e59b3dd61,TSP,indicator lines on body of tool aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:d399c3b03f55543a,TSP,painted indicator lines on body of tool aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:29e2c9d0e507ea1a,TSP,indicator lines on main body aligned with rest,17242
node:ce964b643f88df9d,noticed,node:ffd9ead4dacbdcb1,TSP,painted indicator lines on main body of tool aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:1d815892a68c7bf2,TSP,painted indicator lines,17242
node:ce964b643f88df9d,noticed,node:bcc2fceae157de8e,TSP,painted indicator lines on main body aligned,17242
node:ce964b643f88df9d,noticed,node:9cd89d60bd5519de,TSP,painted indicator lines on body aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:db2db4b1728ba046,TSP,indicator lines aligned with rest,17242
node:ce964b643f88df9d,noticed,node:907afd8b0a15cc60,TSP,painted indicator lines on body of tool,17242
node:ce964b643f88df9d,noticed,node:39a780fa783e913e,TSP,indicator lines on main body of tool,17242
node:ce964b643f88df9d,noticed,node:53efc997d0e0982c,TSP,painted indicator lines aligned,17242
node:ce964b643f88df9d,noticed,node:738bc30eee40f856,TSP,indicator lines on main body of tool aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:cb75a44b5164c7f5,TSP,indicator lines on main body aligned,17242
node:ce964b643f88df9d,noticed,node:a1e910da26a44e4f,TSP,painted indicator lines on main body,17242
node:ce964b643f88df9d,noticed,node:9fe7320db72b8fdf,TSP,painted indicator lines on main body aligned with rest,17242
node:ce964b643f88df9d,noticed,node:60102d1f593dc823,TSP,indicator lines on body aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:5fcb688099f11200,TSP,indicator lines on main body,17242
node:ce964b643f88df9d,noticed,node:3b3d201bf2835040,TSP,painted indicator lines on body aligned,17242
node:ce964b643f88df9d,noticed,node:16f6bd39638fabed,TSP,painted indicator lines aligned with rest,17242
node:ce964b643f88df9d,noticed,node:770b4f129aad1601,TSP,indicator lines,17242
node:ce964b643f88df9d,noticed,node:ed98f2610d25c8a2,TSP,painted indicator lines on body of tool aligned with rest,17242
node:ce964b643f88df9d,noticed,node:5ff34a4dce38e654,TSP,indicator lines on main body of tool aligned with rest,17242
node:ce964b643f88df9d,noticed,node:cedd7c3d0e2adfa9,TSP,painted indicator lines on main body aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:d9abf65c00b736c3,TSP,indicator lines on body of tool aligned,17242
node:ce964b643f88df9d,noticed,node:d7f3fd38d9da0526,TSP,indicator lines aligned with rest of tool,17242
node:ce964b643f88df9d,noticed,node:bf1cddbf7f1f403c,TSP,indicator lines on body aligned with rest,17242
node:ce964b643f88df9d,noticed,node:78dc5b1024b97e01,TSP,painted indicator lines on main body of tool aligned with rest,17242
node:ce964b643f88df9d,noticed,node:3add3902c5cd0569,TSP,indicator lines aligned,17242
node:ce964b643f88df9d,noticed,node:510631a908c14501,TSP,painted indicator lines on main body of tool aligned,17242
node:ce964b643f88df9d,noticed,node:a65cf838b4b3a1d4,TSP,painted indicator lines on body,17242
node:ce964b643f88df9d,notified,node:cec6d5e5de3365ef,TSP,driller,17242
node:ca94ea06c65a3430,re-align,node:39324f2686a7e230,tools,running tool,17242
node:ca94ea06c65a3430,re-align,node:4c8982cec4e8afeb,tools,tool,17242
node:6ea7e74cb356df85,returning to,node:d824da567cfe247d,rig,rig floor,17242
node:6ea7e74cb356df85,had attempted,node:87072f3989f7ba1f,rig,returning,17242
node:6ea7e74cb356df85,lift,node:3ed94926b7ffb996,rig,assembly,17242
node:6ea7e74cb356df85,had attempted,node:842a8ddfa32c3cd6,rig,returning to rig floor,17242
node:379ddb282d0b61e6,lifted,node:3ed94926b7ffb996,they,assembly,17242
node:f7abaf52ca54d835,were cleared from,node:9d229dbe6218f96e,personnel,zone,17242
node:f7abaf52ca54d835,were,node:8e72bcf1f0d540e4,personnel,At point cleared from red zone on rig floor,17242
node:f7abaf52ca54d835,were cleared from,node:8c89001897bc6b88,personnel,red zone on rig floor,17242
node:f7abaf52ca54d835,were,node:b633e87520069f26,personnel,At point cleared from red zone,17242
node:f7abaf52ca54d835,were cleared from,node:d13ea70b6533307a,personnel,red zone,17242
node:f7abaf52ca54d835,were cleared At,node:a91e5213fb27edb2,personnel,point,17242
node:f7abaf52ca54d835,were,node:4299431031d9169e,personnel,At point cleared from zone on rig floor,17242
node:f7abaf52ca54d835,were cleared from,node:db40c42f952f9e7d,personnel,zone on rig floor,17242
node:f7abaf52ca54d835,were,node:5f8bb5c02966911f,personnel,cleared,17242
node:f7abaf52ca54d835,were,node:737baf47acf36a95,personnel,At point cleared from zone,17242
node:379ddb282d0b61e6,stab back with,node:059e174257e4a01f,they,upper mandrel,17242
node:379ddb282d0b61e6,stab back into,node:c1a604e8cfd644ff,they,body,17242
node:379ddb282d0b61e6,attempted,node:1e612a0c52ff958a,they,stab back with upper mandrel,17242
node:379ddb282d0b61e6,attempted,node:e719f2ab375d03a5,they,stab into body,17242
node:379ddb282d0b61e6,attempted,node:3da3d6d8611b63d4,they,stab with mandrel,17242
node:379ddb282d0b61e6,stab into,node:c1a604e8cfd644ff,they,body,17242
node:379ddb282d0b61e6,stab with,node:059e174257e4a01f,they,upper mandrel,17242
node:379ddb282d0b61e6,attempted,node:7db3304ad5422700,they,stab back into body with upper mandrel,17242
node:379ddb282d0b61e6,attempted,node:d3d9c6d7440aefbb,they,stab back into body with mandrel,17242
node:379ddb282d0b61e6,attempted,node:f9d390e62420b362,they,stab back,17242
node:379ddb282d0b61e6,attempted,node:6a400044445c6cec,they,stab,17242
node:379ddb282d0b61e6,stab with,node:a0d552d5bfd548f7,they,mandrel,17242
node:379ddb282d0b61e6,stab back with,node:a0d552d5bfd548f7,they,mandrel,17242
node:379ddb282d0b61e6,attempted,node:c99a0fc43b56d8a4,they,stab into body with upper mandrel,17242
node:379ddb282d0b61e6,attempted,node:c2fc1fa77b0ebf64,they,stab back into body,17242
node:379ddb282d0b61e6,attempted,node:a7abdf4f2736a841,they,stab back with mandrel,17242
node:379ddb282d0b61e6,attempted,node:f42814337575fbde,they,stab with upper mandrel,17242
node:379ddb282d0b61e6,attempted,node:a433a6dead88df4d,they,stab into body with mandrel,17242
node:c1a604e8cfd644ff,dropped,node:5b41aee5f1691082,body,approximately 20-25 feet,17242
node:c1a604e8cfd644ff,fell off,node:3ed94926b7ffb996,body,assembly,17242
node:ae8f2cc452f5396e,is with,node:c1a604e8cfd644ff,contact,body,17242
node:a0d552d5bfd548f7,made,node:ae8f2cc452f5396e,mandrel,contact,17242
node:059e174257e4a01f,made,node:ae8f2cc452f5396e,upper mandrel,contact,17242
node:a0d552d5bfd548f7,made,node:fe8fb4b61c184ca2,mandrel,contact with body,17242
node:059e174257e4a01f,made,node:fe8fb4b61c184ca2,upper mandrel,contact with body,17242
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,17242
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,17242
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,17242
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,17242
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,17242
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,17242
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,17242
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,17242
node:8987dddee8db0aa6,is,node:498b3797c1ffeb8d,criticality,8.0,17242
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,17242
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,17242
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,17242
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,17242
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,17242
node:1dc98cc9a40e5a79,is,node:18302ce7d5385db6,date,2023-10-04 13:45:00.000,17242
node:f02496fb1c3a429d,is,node:dedd34c9e1f40171,title,Equipment Damage _ Drilling YT-2P06-Noble Tom Madden,17242
node:f02496fb1c3a429d,is,node:62f235f55e75dc82,title,Equipment Damage _ Drilling Tom Madden,17242
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,17242
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,17242
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,17242
node:efb0833c3b6eb969,is,node:0efe3aa51493aa54,specific Business Unit,Services,17242
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,17242
node:02b2c2d0700811c7,is,node:0efe3aa51493aa54,Business Unit,Services,17242
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,17242
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,17242
node:99ac13c2bb0f4fc7,is,node:dced6ea9be60cf06,client,TECHNIPFMC PLC.,17242
node:d9d10f1dc86defd4,is Stored,node:22a5fa4913682056,case categorization,energy,17242
node:f4fb9429ef1c1c5d,is,node:498ad4edc5f576ac,work process,Engineering-Equipment Onshore Offshore,17242
node:beef3462beb17905,are Line of,node:e750fd61f3fffbc8,life rules,Fire,17242
node:beef3462beb17905,are,node:5da22bd0f1da454f,life rules,Line,17242
node:ccc83dc829b0c87c,are,node:5da22bd0f1da454f,life saving rules,Line,17242
