record_no,stratum,narrative,case_categorization,severity,impact_type,work_process,causal_density,causal_matches,token_count,existing_entities,caused_by_1_cause,caused_by_1_evidence,caused_by_1_confidence,caused_by_2_cause,caused_by_2_evidence,caused_by_2_confidence,contributed_to_1_factor,contributed_to_1_evidence,contributed_to_1_confidence,contributed_to_2_factor,contributed_to_2_evidence,contributed_to_2_confidence,led_to_1_event,led_to_1_outcome,led_to_1_evidence,led_to_1_confidence,led_to_2_event,led_to_2_outcome,led_to_2_evidence,led_to_2_confidence,led_to_3_event,led_to_3_outcome,led_to_3_evidence,led_to_3_confidence,annotator_notes,annotator_id
10629,high_causal_any,"Fire Alarm was triggered due to a battery failure within the Data Centre. This failure caused the data centre to fill with smoke, triggering the fire alarm and the evacuation of the site. Fire Brigade arrived on-site, assessed the situation and supported the extraction of the smoke and determined that no fire was present. Site was handed back and investigation started.",Electrical,2 - Minor,Damage - Financial impact,Support Service-Information Technology,0.08196721311475409,5.0,61.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Dunfermline Manufacturing"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Dunfermline"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""UK"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""N/A - No Vendor"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Electrical"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""Data Centre"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Fire Brigade"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""Site"", ""relation"": ""OCCURRED_AT""}]",Battery failure within the Data Centre,Fire Alarm was triggered due to a battery failure within the Data Centre.,HIGH,,,,,,,,,,Battery failure,Data centre filled with smoke,This failure caused the data centre to fill with smoke,HIGH,Data centre filled with smoke,Fire alarm triggered and site evacuated,triggering the fire alarm and the evacuation of the site,HIGH,,,,,Clear causal chain with explicit language throughout. Battery failure is the single proximate cause. Fire brigade confirmed no actual fire. LED_TO chain: battery failure → smoke → alarm + evacuation.,claude-sonnet-4-6
615636,high_causal_any,Metal casting around the gas lift stem failed causing the chair part._x000D_ Person fell sideward to the floor but did not sustain any injury. _x000D_ Chair has been in service for approximately 15 years. On inspection there were no apparent signs of impact damage that may have resulted in the failure.,Mechanical - Equipment condition,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Support Service,0.0784313725490196,4.0,51.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Westhill Office"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Westhill"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""UK"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment condition"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""_x000D_"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""floor"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""chair"", ""relation"": ""INVOLVED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""impact damage"", ""relation"": ""RESULTED_IN""}]",Failure of metal casting around the gas lift stem,Metal casting around the gas lift stem failed causing the chair part.,HIGH,,,,Chair had been in service for approximately 15 years (age-related wear),Chair has been in service for approximately 15 years.,MEDIUM,,,,Metal casting around gas lift stem failed,Person fell sideward to the floor,Metal casting around the gas lift stem failed causing the chair part._x000D_ Person fell sideward to the floor,HIGH,,,,,,,,,Narrative is slightly truncated ('causing the chair part' appears to be cut off — likely 'causing the chair part to fail' or similar). The causal connection between casting failure and the fall is clear from context. Chair age (15 years) is a MEDIUM confidence contributing factor — implied wear but no explicit causal language linking age to failure. Inspection found no impact damage.,claude-sonnet-4-6
18387,high_causal_any,"The fire alarm got activated due to melting of an electrical cable at RPDB-05 which caused smoke to arise the fifth floor, evacuating all staff members to the safe assembly area. The incident resulted in no injuries or damage to property.",,1 - Negligible,Damage - Financial impact,,0.07317073170731707,3.0,41.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Incubation Space"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Hyderabad"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""FMC TECHNOLOGIES INDIA PRIVATE LIMITED"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""RPDB-05"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""fifth floor"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""safe assembly area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""no injuries"", ""relation"": ""RESULTED_IN""}]",Melting of an electrical cable at RPDB-05,the fire alarm got activated due to melting of an electrical cable at RPDB-05,HIGH,,,,,,,,,,Electrical cable melted at RPDB-05,Smoke arose on the fifth floor,melting of an electrical cable at RPDB-05 which caused smoke to arise the fifth floor,HIGH,Smoke arose on the fifth floor,Fire alarm activated and all staff evacuated to safe assembly area,"the fire alarm got activated due to melting of an electrical cable at RPDB-05 which caused smoke to arise the fifth floor, evacuating all staff members to the safe assembly area",HIGH,,,,,"Explicit causal language throughout ('due to', 'caused'). Cable melt is the proximate cause; smoke is the intermediate outcome; alarm activation and evacuation are the terminal outcomes. No injuries or property damage reported.",claude-sonnet-4-6
731186,high_causal_any,"A lock washer has failed on a pipe stand, causing the ID barrel to slip. When the stand failed, the saddle frame shifted approximately 100mm. The saddle frame had been tethered and supported in multiple locations, that prevented any further movement",Basic Organisational - Equipment Suitability,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Yard - Spool Base Fabrication,0.07317073170731707,3.0,41.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Henderson Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Henderson"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Australia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""CHEVRON AUSTRALIA PTY LTD"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment Suitability"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""lock washer"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""pipe stand"", ""relation"": ""INVOLVED""}, {""entity_type"": ""BODY_PART"", ""value"": ""saddle frame"", ""relation"": ""AFFECTED""}, {""entity_type"": ""LOCATION"", ""value"": ""multiple locations"", ""relation"": ""OCCURRED_AT""}]",Lock washer failure on a pipe stand,"A lock washer has failed on a pipe stand, causing the ID barrel to slip.",HIGH,,,,,,,,,,Lock washer failed; ID barrel slipped,Saddle frame shifted approximately 100mm,"When the stand failed, the saddle frame shifted approximately 100mm.",HIGH,,,,,,,,,"Clear two-step chain: lock washer failure → barrel slip → saddle frame shift. Further movement was prevented by tethering and multiple support points. No injuries mentioned. Narrative is concise with explicit causal language ('causing', 'when the stand failed').",claude-sonnet-4-6
28888,high_causal_any,"On 5 June 2025 around 1:00pm, one of the display boards at the lobby drop-off area collapsed due to strong winds. A P&C staff member noticed the collapsed panel after the heavy rain and wind had stopped. No injuries were reported.",Weather Condition,1 - Negligible,Injury/Illness,Engineering-Buildings,0.07317073170731707,3.0,41.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Asiaflex Products"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Johor Bahru"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Malaysia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ASIAFLEX PRODUCTS SDN. BHD."", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Weather Condition"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""lobby drop-off area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""P&C"", ""relation"": ""REPORTED_BY""}]",Strong winds caused the display board to collapse,one of the display boards at the lobby drop-off area collapsed due to strong winds.,HIGH,,,,,,,,,,,,,,,,,,,,,,"Single direct cause with explicit causal language ('due to strong winds'). No injury. No LED_TO chain — collapse is the terminal event. Case categorized as Weather Condition, consistent with annotation.",claude-sonnet-4-6
27423,high_causal_any,"While lifting the GSTC wall panel using Hydra, it accidentally struck the HSE obeya wall, causing damage to the external POP and resulting in a crack at the bottom. Fortunately, this incident only resulted in property damage, with no personal injuries.",Lifting ops error,1 - Negligible,Damage - Financial impact,Manufacturing-Mechanical Lifting,0.07317073170731707,3.0,41.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Hyderabad Engineering & Test Center"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Hyderabad"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""FMC TECHNOLOGIES INDIA PRIVATE LIMITED"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Lifting ops error"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""GSTC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""hydra"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""HSE"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""BODY_PART"", ""value"": ""bottom"", ""relation"": ""AFFECTED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""property damage"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""personal injuries"", ""relation"": ""RESULTED_IN""}]",GSTC wall panel accidentally struck the HSE obeya wall during lifting operation,"While lifting the GSTC wall panel using Hydra, it accidentally struck the HSE obeya wall",HIGH,,,,,,,,,,Panel struck HSE obeya wall,Damage to external POP and crack at the bottom,causing damage to the external POP and resulting in a crack at the bottom,HIGH,,,,,,,,,"Lifting operation error is the proximate cause. Narrative uses explicit causal language ('causing damage', 'resulting in a crack'). No information about why the panel struck the wall (e.g., operator error, rigging issue) — cannot annotate a deeper root cause from narrative alone. Property damage only, no personal injuries.",claude-sonnet-4-6
29141,high_causal_any,"While moving a TV with its stand in the office, a lady pushed the TV, causing the stand to topple backward. As the TV fell, she instinctively grabbed onto it, which pulled her forward causing her forehead to come into contact of the TV frame edge, causing her to scraped her forehead, resulting in a minor graze.",,2 - Minor,Injury/Illness,,0.07017543859649122,4.0,57.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Nusajaya Campus 2"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Iskandar Puteri"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Malaysia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""N/A - No Vendor"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""stand"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""office"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""BODY_PART"", ""value"": ""forehead"", ""relation"": ""AFFECTED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""graze"", ""relation"": ""RESULTED_IN""}]",TV stand toppling backward when pushed,"a lady pushed the TV, causing the stand to topple backward",HIGH,,,,Instinctive grab reflex put worker in contact with TV frame,"she instinctively grabbed onto it, which pulled her forward causing her forehead to come into contact of the TV frame edge",HIGH,,,,TV stand topples backward after being pushed,TV begins to fall,"a lady pushed the TV, causing the stand to topple backward. As the TV fell",HIGH,TV begins to fall,Worker instinctively grabs TV and is pulled forward,"she instinctively grabbed onto it, which pulled her forward",HIGH,Worker pulled forward,"Forehead contacts TV frame edge, causing minor graze","causing her forehead to come into contact of the TV frame edge, causing her to scraped her forehead, resulting in a minor graze",HIGH,"Clear, well-described causal chain with explicit causal language throughout. Instinctive grab is a contributing factor — the injury would not have occurred without contact, but the grab was triggered by the fall.",claude-sonnet-4-6
517453,high_causal_any,"A temporary U/G live cable (415 V, 3 phase) supplying power to main gate, Training hall & First Aid center was damage while excavating for storm water drain._x000D_ The main MCB tripped due to the damage._x000D_ No injury caused due to the incident.",Basic Organizational - Hazard Identification & Risk Assessment,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Construction,0.06976744186046512,3.0,43.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Amalapuram"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""OIL AND NATURAL GAS CORP.LTD"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazard Identification & Risk Assessment"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""main gate"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Training hall"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""First Aid Center"", ""relation"": ""REPORTED_BY""}]",Underground live cable damaged during excavation,"temporary U/G live cable (415 V, 3 phase) supplying power to main gate, Training hall & First Aid center was damage while excavating for storm water drain",HIGH,,,,,,,,,,Live cable damaged during excavation,Main MCB tripped,The main MCB tripped due to the damage,HIGH,,,,,,,,,"No injury. The causal chain is: excavation damaged cable → MCB tripped. The categorization 'Hazard Identification & Risk Assessment' suggests failure to identify cable location as a contributing factor, but narrative does not explicitly state this — omitted per rules.",claude-sonnet-4-6
29474,high_causal_any,"On 27/6/2025 at around 11:45 am during the operation of the Insulation line, a failure was detected on the Underoller (UR). Upon further inspection, it was found that the UR had run over the Harting Cable, resulting in damage to the cable’s external insulation and internal wire. This cable damage was determined to have cause the UR’s failure",Equipment condition,2 - Minor,Damage - Financial impact,Flexible-Production,0.06896551724137931,4.0,58.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Asiaflex Products"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Johor Bahru"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Malaysia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ASIAFLEX PRODUCTS SDN. BHD."", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment condition"", ""relation"": ""CATEGORIZED_AS""}]","Underoller ran over the Harting Cable, damaging it","the UR had run over the Harting Cable, resulting in damage to the cable's external insulation and internal wire",HIGH,,,,,,,,,,UR runs over Harting Cable,Damage to cable's external insulation and internal wire,"the UR had run over the Harting Cable, resulting in damage to the cable's external insulation and internal wire",HIGH,Cable insulation and internal wire damaged,Underoller failure,This cable damage was determined to have cause the UR's failure,HIGH,,,,,"The narrative presents a circular-seeming sequence: UR failure was detected, investigation revealed UR ran over cable, which caused the failure. The LED_TO chain captures the underlying physical sequence as determined by investigation. CAUSED_BY is the UR running over the cable.",claude-sonnet-4-6
649533,high_causal_any,"AT TS V Welding M/c Booth, one 50 sq. mm welding M/c return lid started burning, resulting smoke came out. Due to rain moisture accumulated in cable resulted burning. Immediately fire extinguisher charged to stop the smoke._x000D_  No injury caused due to the incident.",Mechanical - Equipment condition,Injury - 1. First Aid Care,Injury,Construction - Installation,0.06818181818181818,3.0,44.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Bongaigaon"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""INDIAN OIL CORPORATION LIMITED"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment condition"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""AT TS V Welding"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""M/c return lid"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""fire extinguisher"", ""relation"": ""INVOLVED""}]","Moisture from rain accumulated in the welding machine return cable, causing it to burn",Due to rain moisture accumulated in cable resulted burning,HIGH,,,,,,,,,,Moisture accumulates in welding cable due to rain,"Cable begins burning, producing smoke",Due to rain moisture accumulated in cable resulted burning. Immediately fire extinguisher charged to stop the smoke,HIGH,,,,,,,,,"No injury. Narrative is grammatically fragmented but causal content is clear. 'resulted burning' read as 'resulted in burning'. The fire extinguisher use is a response action, not part of the causal chain.",claude-sonnet-4-6
708077,high_causal_any,"While lowering the man lift which was engaged in structure erection activity, the basket hit its jib arm due to mechanical failure causing them to damage. The manlift basket then was lowered slowly to the ground and the activity was suspended for further investigation.",Mechanical - Equipment condition,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.06818181818181818,3.0,44.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Bahrain"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Middle East"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""THE BAHRAIN PETROLEUM COMPANY BSC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment condition"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""basket"", ""relation"": ""INVOLVED""}, {""entity_type"": ""BODY_PART"", ""value"": ""jib arm"", ""relation"": ""AFFECTED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""mechanical failure"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""LOCATION"", ""value"": ""ground"", ""relation"": ""OCCURRED_AT""}]",Mechanical failure of the man lift during lowering operation,the basket hit its jib arm due to mechanical failure,HIGH,,,,,,,,,,Mechanical failure occurs during lowering of man lift,"Basket strikes jib arm, causing damage to both",the basket hit its jib arm due to mechanical failure causing them to damage,HIGH,,,,,,,,,No injury. 'Mechanical failure' is the stated cause but is not further specified in the narrative — accepted as-is per rules. The investigation reference suggests more detail was found post-incident but is not in the narrative.,claude-sonnet-4-6
596436,high_causal_any,WL oil discharge hose was not properly attached/secured to the waste tank which cause it to fall on the ground causing a spill outside the tank and on TechnipFMC TPR.,Mechanical - Equipment condition,Environment - 1. Minimal Impact,Environment,Yards,0.06666666666666667,2.0,30.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Odessa Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Odessa"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment condition"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""WL oil discharge hose"", ""relation"": ""INVOLVED""}]",Oil discharge hose not properly attached/secured to the waste tank,WL oil discharge hose was not properly attached/secured to the waste tank which cause it to fall on the ground,HIGH,,,,,,,,,,Improperly secured hose falls to the ground,Oil spill outside the tank and on TechnipFMC TPR,which cause it to fall on the ground causing a spill outside the tank and on TechnipFMC TPR,HIGH,,,,,,,,,Short but causally dense narrative. The improper securing is the CAUSED_BY (without it the hose stays attached). The fall leads directly to the spill.,claude-sonnet-4-6
588917,high_causal_any,"While shifting structural beams using tele-handler from laydown area to site for erection, boom extension caused overloading resulting in beams slipping from fork. No injuries or no property damages reported.",Basic Organizational - Inadequate Supervision,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction,0.06666666666666667,2.0,30.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Dubai Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Dubai"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""UAE"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Middle East"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ENOC PROCESSING COMPANY L.L.C (EPCL)"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Inadequate Supervision"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""telehandler"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""laydown area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Site"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""overloading"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""forks"", ""relation"": ""INVOLVED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""no injuries"", ""relation"": ""RESULTED_IN""}]",Boom extension caused overloading of the tele-handler,boom extension caused overloading resulting in beams slipping from fork,HIGH,,,,,,,,,,Boom extension causes overloading,Structural beams slip from the tele-handler fork,boom extension caused overloading resulting in beams slipping from fork,HIGH,,,,,,,,,No injuries or property damage reported. The narrative explicitly links boom extension to overloading to beam slippage in a single compact causal statement. The reason the boom was extended is not stated.,claude-sonnet-4-6
503200,high_causal_any,"While Tractor (mini water tanker) moving on water logged area, got stuck on the right side and skid off the path._x000D_ No injury/ property damage caused due to the incident.",Work environment - Traffic Management / Routes / Pedestrian path,Injury - 3. Lost Time Injury,Injury,Construction,0.06666666666666667,2.0,30.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Amalapuram"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""OIL AND NATURAL GAS CORP.LTD"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Traffic Management / Routes / Pedestrian path"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""tractor"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""mini water tanker"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""water logged area"", ""relation"": ""OCCURRED_AT""}]","Tractor moving on waterlogged area, losing traction and skidding off path","Tractor (mini water tanker) moving on water logged area, got stuck on the right side and skid off the path",MEDIUM,,,,,,,,,,,,,,,,,,,,,,"No injury or property damage. The narrative states the vehicle moved onto a waterlogged area and got stuck/skidded. The waterlogged area is the proximate environmental cause. However, no explicit causal language is used (e.g., 'due to', 'caused by') — MEDIUM confidence. No multi-step LED_TO chain is present as getting stuck and skidding are described as co-occurring outcomes, not a sequence.",claude-sonnet-4-6
506752,high_causal_any,During removal of rebar scrap by JCB bucket one of the rebar (approx. 2 ft. length) suddenly struck the nearby Tree._x000D_ No injury/ property damage caused due to the incident.,Basic Organizational - Hazard Identification & Risk Assessment,Environment - 1. Minimal Impact,Environment,Site Civil & Structural,0.06666666666666667,2.0,30.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Amalapuram"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""OIL AND NATURAL GAS CORPORATION LIMITED"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazard Identification & Risk Assessment"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""JCB"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""bucket"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""tree"", ""relation"": ""OCCURRED_AT""}]","Rebar ejected from JCB bucket during scrap removal, striking a nearby tree",During removal of rebar scrap by JCB bucket one of the rebar (approx. 2 ft. length) suddenly struck the nearby Tree,LOW,,,,,,,,,,,,,,,,,,,,,,"No injury or property damage. The narrative describes a near-miss where a rebar struck a tree. The word 'suddenly' implies unexpected ejection or movement from the JCB bucket, but no explicit cause for why the rebar struck the tree is given. Confidence is LOW because causation is implied (rebar was being moved by JCB, then struck tree) but no causal mechanism is stated. No LED_TO chain applicable — single impact event.",claude-sonnet-4-6
